Uniprot	InterPro	Domain	Database.ID	Start	End
Q99YL1	IPR036950	Penicillin binding protein transglycosylase domain	G3DSA:1.10.3810.10	56	255
Q99YL2	IPR004612	Holliday junction resolvase RecU	MF_00130	1	199
Q99YL2	IPR004612	Holliday junction resolvase RecU	PF03838	27	189
Q99YL2	IPR004612	Holliday junction resolvase RecU	PIRSF037785	18	199
Q99YL2	IPR004612	Holliday junction resolvase RecU	TIGR00648	26	191
Q99YL2	IPR011335	Restriction endonuclease  type II-like	SSF52980	29	192
Q99YL2	IPR011856	tRNA endonuclease-like domain superfamily	G3DSA:3.40.1350.10	28	195
Q99YL3	IPR010697	YspA SLOG family	MF_01575	1	171
Q99YL3	IPR010697	YspA SLOG family	PF06908	4	165
Q99YL3	IPR010697	YspA SLOG family	PIRSF021290	1	171
Q99YL3	IPR010697	YspA SLOG family	PTHR38440	1	168
Q99YL4	IPR007793	DivIVA family	PF05103	6	66
Q99YL4	IPR007793	DivIVA family	PTHR35794	3	107
Q99YL4	IPR011229	Cell cycle protein GpsB	MF_02011	1	104
Q99YL4	IPR011229	Cell cycle protein GpsB	PIRSF029938	1	108
Q99YL4	IPR011229	Cell cycle protein GpsB	PTHR35794:SF1	3	107
Q99YL4	IPR019933	DivIVA domain	TIGR03544	7	39
Q99YL5	IPR000241	Putative RNA methylase domain	PF01170	167	371
Q99YL5	IPR002052	DNA methylase, N-6 adenine-specific, conserved site	PS00092	304	310
Q99YL5	IPR004114	THUMP domain	PF02926	20	158
Q99YL5	IPR004114	THUMP domain	PS51165	45	159
Q99YL5	IPR004114	THUMP domain	SM00981	58	159
Q99YL5	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SSF53335	146	370
Q99YL6	IPR030858	Mid-cell-anchored protein Z	MF_01941	1	489
Q99YL6	IPR040532	MapZ, extracellular C-terminal domain 2	PF18708	401	479
Q99YL6	IPR041295	MapZ, extracellular domain 1	PF18041	221	347
Q99YL8	IPR003474	Gluconate transporter	PF02447	7	439
Q99YL8	IPR003474	Gluconate transporter	PTHR30354	7	439
Q99YL9	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00080	81	92
Q99YL9	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00080	134	142
Q99YL9	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00080	154	173
Q99YL9	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00081	7	24
Q99YL9	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00081	81	92
Q99YL9	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00081	128	144
Q99YL9	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00081	154	173
Q99YL9	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00081	175	192
Q99YL9	IPR002347	Short-chain dehydrogenase/reductase SDR	PR00081	220	240
Q99YL9	IPR011294	3-hydroxybutyrate dehydrogenase	TIGR01963	6	259
Q99YL9	IPR020904	Short-chain dehydrogenase/reductase, conserved site	PS00061	141	169
Q99YL9	IPR036291	NAD(P)-binding domain superfamily	SSF51735	6	258
Q99YM0	IPR004164	Coenzyme A transferase active site	PS01274	53	61
Q99YM0	IPR004165	Coenzyme A transferase family I	PF01144	16	206
Q99YM0	IPR004165	Coenzyme A transferase family I	PTHR13707	10	214
Q99YM0	IPR004165	Coenzyme A transferase family I	SM00882	15	209
Q99YM0	IPR012791	3-oxoacid CoA-transferase, subunit B	TIGR02428	14	215
Q99YM0	IPR037171	NagB/RpiA transferase-like	SSF100950	13	215
Q99YM1	IPR004163	Coenzyme A transferase binding site	PS01273	16	31
Q99YM1	IPR004165	Coenzyme A transferase family I	PF01144	6	214
Q99YM1	IPR004165	Coenzyme A transferase family I	PTHR13707	2	214
Q99YM1	IPR004165	Coenzyme A transferase family I	SM00882	4	215
Q99YM1	IPR012792	3-oxoacid CoA-transferase, subunit A	TIGR02429	6	214
Q99YM1	IPR037171	NagB/RpiA transferase-like	SSF100950	4	214
Q99YM2	IPR002155	Thiolase	PIRSF000429	1	395
Q99YM2	IPR002155	Thiolase	TIGR01930	6	392
Q99YM2	IPR002155	Thiolase	cd00751	5	393
Q99YM2	IPR016039	Thiolase-like	G3DSA:3.40.47.10	6	277
Q99YM2	IPR016039	Thiolase-like	G3DSA:3.40.47.10	126	391
Q99YM2	IPR016039	Thiolase-like	SSF53901	4	271
Q99YM2	IPR016039	Thiolase-like	SSF53901	272	391
Q99YM2	IPR020610	Thiolase, active site	PS00099	375	388
Q99YM2	IPR020613	Thiolase, conserved site	PS00737	340	356
Q99YM2	IPR020616	Thiolase, N-terminal	PF00108	4	264
Q99YM2	IPR020617	Thiolase, C-terminal	PF02803	272	392
Q99YM3	IPR000847	Transcription regulator HTH, LysR	PF00126	3	63
Q99YM3	IPR000847	Transcription regulator HTH, LysR	PS50931	1	59
Q99YM3	IPR005119	LysR, substrate-binding	PF03466	89	282
Q99YM3	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	1	92
Q99YM3	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	1	89
Q99YM5	IPR008144	Guanylate kinase-like domain	PS50052	5	184
Q99YM5	IPR008145	Guanylate kinase/L-type calcium channel beta subunit	PF00625	7	185
Q99YM5	IPR008145	Guanylate kinase/L-type calcium channel beta subunit	SM00072	4	187
Q99YM5	IPR017665	Guanylate kinase	MF_00328	3	187
Q99YM5	IPR017665	Guanylate kinase	TIGR03263	5	184
Q99YM5	IPR020590	Guanylate kinase, conserved site	PS00856	40	57
Q99YM5	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	4	190
Q99YM6	IPR001650	Helicase, C-terminal	PF00271	568	652
Q99YM6	IPR001650	Helicase, C-terminal	PS51194	535	689
Q99YM6	IPR001650	Helicase, C-terminal	SM00490	548	653
Q99YM6	IPR005259	Primosomal protein N'	MF_00983	10	793
Q99YM6	IPR005259	Primosomal protein N'	TIGR00595	281	790
Q99YM6	IPR006935	Helicase/UvrB, N-terminal	PF04851	257	420
Q99YM6	IPR014001	Helicase superfamily 1/2, ATP-binding domain	PS51192	271	437
Q99YM6	IPR014001	Helicase superfamily 1/2, ATP-binding domain	SM00487	254	450
Q99YM6	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	252	435
Q99YM6	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	521	700
Q99YM6	IPR040498	PriA DNA helicase, Cys-rich region (CRR) domain	PF18319	509	535
Q99YM6	IPR041222	Primosomal protein N', 3' DNA-binding domain	PF17764	7	105
Q99YM6	IPR041236	Primosomal protein N, C-terminal domain	PF18074	696	790
Q99YM6	IPR042115	Primosomal protein N', 3' DNA-binding domain superfamily	G3DSA:1.10.8.630	3	114
Q99YM7	IPR001555	Phosphoribosylglycinamide formyltransferase, active site	PS00373	133	156
Q99YM7	IPR002376	Formyl transferase, N-terminal	PF00551	4	177
Q99YM7	IPR005793	Formyl transferase, C-terminal	PF02911	204	299
Q99YM7	IPR005794	Methionyl-tRNA formyltransferase	MF_00182	2	302
Q99YM7	IPR005794	Methionyl-tRNA formyltransferase	TIGR00460	3	303
Q99YM7	IPR011034	Formyl transferase-like, C-terminal domain superfamily	SSF50486	205	303
Q99YM7	IPR036477	Formyl transferase, N-terminal domain superfamily	SSF53328	2	203
Q99YM7	IPR037022	Formyl transferase, C-terminal domain superfamily	G3DSA:3.10.25.10	208	310
Q99YM7	IPR041711	Methionyl-tRNA formyltransferase, N-terminal domain	cd08646	3	205
Q99YM8	IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type	PF01189	244	435
Q99YM8	IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type	PS51686	158	439
Q99YM8	IPR004573	rRNA small subunit methyltransferase B	TIGR00563	13	437
Q99YM8	IPR006027	NusB/RsmB/TIM44	PF01029	8	130
Q99YM8	IPR018314	Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site	PS01153	321	332
Q99YM8	IPR023267	RNA (C5-cytosine) methyltransferase	PR02008	225	239
Q99YM8	IPR023267	RNA (C5-cytosine) methyltransferase	PR02008	254	264
Q99YM8	IPR023267	RNA (C5-cytosine) methyltransferase	PR02008	322	334
Q99YM8	IPR023267	RNA (C5-cytosine) methyltransferase	PR02008	372	388
Q99YM8	IPR023267	RNA (C5-cytosine) methyltransferase	PR02008	421	438
Q99YM8	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SSF53335	146	438
Q99YM8	IPR035926	NusB-like superfamily	G3DSA:1.10.940.10	4	148
Q99YM8	IPR035926	NusB-like superfamily	SSF48013	5	132
Q99YM9	IPR001932	PPM-type phosphatase domain	PS51746	2	240
Q99YM9	IPR001932	PPM-type phosphatase domain	SM00331	7	240
Q99YM9	IPR001932	PPM-type phosphatase domain	SM00332	1	238
Q99YM9	IPR001932	PPM-type phosphatase domain	cd00143	7	239
Q99YM9	IPR015655	Protein phosphatase 2C family	PTHR13832	7	240
Q99YM9	IPR036457	PPM-type phosphatase domain superfamily	G3DSA:3.60.40.10	1	243
Q99YM9	IPR036457	PPM-type phosphatase domain superfamily	SSF81606	2	239
Q99YN0	IPR000719	Protein kinase domain	PF00069	12	242
Q99YN0	IPR000719	Protein kinase domain	PS50011	12	270
Q99YN0	IPR000719	Protein kinase domain	SM00220	12	270
Q99YN0	IPR005543	PASTA domain	PF03793	372	434
Q99YN0	IPR005543	PASTA domain	PF03793	441	506
Q99YN0	IPR005543	PASTA domain	PF03793	512	588
Q99YN0	IPR005543	PASTA domain	PS51178	368	435
Q99YN0	IPR005543	PASTA domain	PS51178	436	506
Q99YN0	IPR005543	PASTA domain	PS51178	508	589
Q99YN0	IPR005543	PASTA domain	SM00740	368	435
Q99YN0	IPR005543	PASTA domain	SM00740	436	508
Q99YN0	IPR005543	PASTA domain	SM00740	509	589
Q99YN0	IPR008271	Serine/threonine-protein kinase, active site	PS00108	132	144
Q99YN0	IPR011009	Protein kinase-like domain superfamily	SSF56112	8	276
Q99YN0	IPR017441	Protein kinase, ATP binding site	PS00107	18	42
Q99YN1	IPR016975	Cell wall-active antibiotic response protein	PIRSF031509	15	247
Q99YN1	IPR024425	Cell wall-active antibiotics response 4TMS YvqF	PF09922	132	244
Q99YN2	IPR003594	Histidine kinase/HSP90-like ATPase	SM00387	236	329
Q99YN2	IPR005467	Histidine kinase domain	PS50109	241	329
Q99YN2	IPR011712	Signal transduction histidine kinase, subgroup 3, dimerisation and phosphoacceptor domain	PF07730	132	200
Q99YN2	IPR017202	Sensor histidine kinase LiaS/VraS	PIRSF037431	1	334
Q99YN2	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	G3DSA:3.30.565.10	198	332
Q99YN2	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	SSF55874	207	326
Q99YN3	IPR000792	Transcription regulator LuxR, C-terminal	PF00196	147	202
Q99YN3	IPR000792	Transcription regulator LuxR, C-terminal	PR00038	148	162
Q99YN3	IPR000792	Transcription regulator LuxR, C-terminal	PR00038	162	178
Q99YN3	IPR000792	Transcription regulator LuxR, C-terminal	PR00038	178	190
Q99YN3	IPR000792	Transcription regulator LuxR, C-terminal	PS00622	162	189
Q99YN3	IPR000792	Transcription regulator LuxR, C-terminal	PS50043	141	206
Q99YN3	IPR000792	Transcription regulator LuxR, C-terminal	SM00421	145	202
Q99YN3	IPR000792	Transcription regulator LuxR, C-terminal	cd06170	148	204
Q99YN3	IPR001789	Signal transduction response regulator, receiver domain	PF00072	6	118
Q99YN3	IPR001789	Signal transduction response regulator, receiver domain	PS50110	5	121
Q99YN3	IPR001789	Signal transduction response regulator, receiver domain	SM00448	4	117
Q99YN3	IPR001789	Signal transduction response regulator, receiver domain	cd00156	7	120
Q99YN3	IPR011006	CheY-like superfamily	SSF52172	3	128
Q99YN3	IPR016032	Signal transduction response regulator, C-terminal effector	SSF46894	138	209
Q99YN4	IPR003029	S1 domain	PF00575	2	73
Q99YN4	IPR003029	S1 domain	PS50126	4	73
Q99YN4	IPR012340	Nucleic acid-binding, OB-fold	SSF50249	1	83
Q99YN4	IPR022967	RNA-binding domain, S1	SM00316	2	73
Q99YN4	IPR035104	Ribosomal protein S1-like	PTHR10724:SF7	1	88
Q99YN5	IPR001216	Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site	PS00901	34	52
Q99YN5	IPR001926	Pyridoxal-phosphate dependent enzyme	PF00291	9	294
Q99YN5	IPR005856	Cysteine synthase	TIGR01136	8	305
Q99YN5	IPR005859	Cysteine synthase CysK	TIGR01139	8	305
Q99YN5	IPR036052	Tryptophan synthase beta subunit-like PLP-dependent enzyme	G3DSA:3.40.50.1100	7	301
Q99YN5	IPR036052	Tryptophan synthase beta subunit-like PLP-dependent enzyme	G3DSA:3.40.50.1100	46	144
Q99YN5	IPR036052	Tryptophan synthase beta subunit-like PLP-dependent enzyme	SSF53686	3	307
Q99YN6	IPR001498	Impact, N-terminal	PF01205	18	123
Q99YN6	IPR015269	Uncharacterised domain UPF0029, Impact, C-terminal	PF09186	139	194
Q99YN6	IPR015796	Impact family, bacterial/archaeal	TIGR00257	1	195
Q99YN6	IPR020568	Ribosomal protein S5 domain 2-type fold	SSF54211	3	130
Q99YN6	IPR020569	Uncharacterised protein family UPF0029, Impact, conserved site	PS00910	78	107
Q99YN6	IPR023582	Impact family	PTHR16301	1	202
Q99YN6	IPR035647	EF-G domain III/V-like	SSF54980	137	200
Q99YN6	IPR036956	Impact, N-terminal domain superfamily	G3DSA:3.30.230.30	1	130
Q99YN7	IPR001650	Helicase, C-terminal	PF00271	288	396
Q99YN7	IPR001650	Helicase, C-terminal	PS51194	289	441
Q99YN7	IPR001650	Helicase, C-terminal	SM00490	315	398
Q99YN7	IPR011545	DEAD/DEAH box helicase domain	PF00270	98	244
Q99YN7	IPR014001	Helicase superfamily 1/2, ATP-binding domain	PS51192	107	257
Q99YN7	IPR014001	Helicase superfamily 1/2, ATP-binding domain	SM00487	91	267
Q99YN7	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	111	408
Q99YN8	IPR000836	Phosphoribosyltransferase domain	cd06223	104	208
Q99YN8	IPR029057	Phosphoribosyltransferase-like	G3DSA:3.40.50.2020	100	221
Q99YN8	IPR029057	Phosphoribosyltransferase-like	SSF53271	57	218
Q99YN9	IPR003489	Ribosome hibernation promoting factor/RaiA	PF02482	5	96
Q99YN9	IPR003489	Ribosome hibernation promoting factor/RaiA	TIGR00741	3	103
Q99YN9	IPR003489	Ribosome hibernation promoting factor/RaiA	cd00552	3	95
Q99YN9	IPR032528	Sigma 54 modulation/S30EA ribosomal protein, C-terminal	PF16321	124	178
Q99YN9	IPR034694	Ribosome hibernation promoting factor, long/plastid	MF_00839	2	182
Q99YN9	IPR036567	Ribosome hibernation promotion factor-like	G3DSA:3.30.160.100	2	108
Q99YN9	IPR036567	Ribosome hibernation promotion factor-like	SSF69754	4	114
Q99YN9	IPR038416	Sigma 54 modulation/S30EA ribosomal protein, C-terminal domain superfamily	G3DSA:3.30.505.50	136	182
Q99YP1	IPR007295	Domain of unknown function DUF402	PF04167	60	124
Q99YP1	IPR016882	Uncharacterised protein family UPF0374	MF_01568	1	175
Q99YP1	IPR016882	Uncharacterised protein family UPF0374	PIRSF028345	1	177
Q99YP1	IPR035930	FomD-like superfamily	G3DSA:2.40.380.10	11	169
Q99YP1	IPR035930	FomD-like superfamily	SSF159234	3	170
Q99YP2	IPR003783	Regulatory protein RecX	MF_01114	38	203
Q99YP2	IPR003783	Regulatory protein RecX	PF02631	80	198
Q99YP2	IPR003783	Regulatory protein RecX	PTHR33602	4	200
Q99YP2	IPR003783	Regulatory protein RecX	PTHR33602	176	252
Q99YP2	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	104	147
Q99YP2	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	151	208
Q99YP2	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	209	257
Q99YP3	IPR002792	TRAM domain	PF01938	4	59
Q99YP3	IPR002792	TRAM domain	PS50926	2	60
Q99YP3	IPR010280	(Uracil-5)-methyltransferase family	PF05958	89	449
Q99YP3	IPR010280	(Uracil-5)-methyltransferase family	PS51687	80	450
Q99YP3	IPR010280	(Uracil-5)-methyltransferase family	PTHR11061	3	450
Q99YP3	IPR012340	Nucleic acid-binding, OB-fold	SSF50249	2	59
Q99YP3	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SSF53335	68	449
Q99YP3	IPR030390	RNA methyltransferase TrmA, active site	PS01230	381	412
Q99YP3	IPR030391	RNA methyltransferase TrmA, conserved site	PS01231	432	442
Q99YP4	IPR032834	Sensor histidine kinase NatK, C-terminal domain	PF14501	346	447
Q99YP4	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	G3DSA:3.30.565.10	299	449
Q99YP5	IPR000602	Glycoside hydrolase family 38, N-terminal domain	PF01074	5	270
Q99YP5	IPR011013	Galactose mutarotase-like domain superfamily	SSF74650	400	879
Q99YP5	IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	SSF88713	4	272
Q99YP5	IPR011682	Glycosyl hydrolase family 38, C-terminal	PF07748	532	758
Q99YP5	IPR015341	Glycoside hydrolase family 38, central domain	PF09261	296	388
Q99YP5	IPR015341	Glycoside hydrolase family 38, central domain	SM00872	297	370
Q99YP5	IPR027291	Glycoside hydrolase 38, N-terminal domain superfamily	G3DSA:3.20.110.10	1	288
Q99YP5	IPR028995	Glycoside hydrolase families 57/38, central domain superfamily	SSF88688	298	391
Q99YP5	IPR037094	Glycoside hydrolase family 38, central domain superfamily	G3DSA:1.20.1270.50	295	395
Q99YP5	IPR041147	Glycosyl hydrolases family 38, C-terminal beta sandwich domain	PF17677	832	896
Q99YP5	IPR041509	Glycosyl hydrolases 38, beta-1 domain	PF18438	400	510
Q99YP6	IPR008313	Metal-independent alpha-mannosidase	PF06824	34	428
Q99YP6	IPR008313	Metal-independent alpha-mannosidase	PIRSF028846	9	437
Q99YP6	IPR008313	Metal-independent alpha-mannosidase	PTHR31047	16	431
Q99YP6	IPR008313	Metal-independent alpha-mannosidase	SM01149	33	429
Q99YP6	IPR008928	Six-hairpin glycosidase superfamily	SSF48208	10	433
Q99YP6	IPR012341	Six-hairpin glycosidase-like superfamily	G3DSA:1.50.10.10	14	431
Q99YP7	IPR000524	Transcription regulator HTH, GntR	PF00392	5	68
Q99YP7	IPR000524	Transcription regulator HTH, GntR	PR00035	28	42
Q99YP7	IPR000524	Transcription regulator HTH, GntR	PR00035	42	58
Q99YP7	IPR000524	Transcription regulator HTH, GntR	PS50949	3	71
Q99YP7	IPR000524	Transcription regulator HTH, GntR	SM00345	9	68
Q99YP7	IPR000524	Transcription regulator HTH, GntR	cd07377	5	69
Q99YP7	IPR028082	Periplasmic binding protein-like I	SSF53822	84	337
Q99YP7	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	2	74
Q99YP7	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	5	72
Q99YP8	IPR011496	Beta-N-acetylglucosaminidase	PF07555	132	437
Q99YP8	IPR017853	Glycoside hydrolase superfamily	SSF51445	130	448
Q99YP8	IPR029018	Beta-hexosaminidase-like, domain 2	SSF55545	43	127
Q99YP9	IPR001360	Glycoside hydrolase family 1	PF00232	3	461
Q99YP9	IPR001360	Glycoside hydrolase family 1	PR00131	290	304
Q99YP9	IPR001360	Glycoside hydrolase family 1	PR00131	362	370
Q99YP9	IPR001360	Glycoside hydrolase family 1	PR00131	386	397
Q99YP9	IPR001360	Glycoside hydrolase family 1	PR00131	407	424
Q99YP9	IPR001360	Glycoside hydrolase family 1	PR00131	431	443
Q99YP9	IPR001360	Glycoside hydrolase family 1	PTHR10353	2	461
Q99YP9	IPR017853	Glycoside hydrolase superfamily	SSF51445	2	457
Q99YQ0	IPR000600	ROK family	PF00480	19	298
Q99YQ0	IPR000600	ROK family	PTHR18964	18	299
Q99YQ0	IPR043129	ATPase, nucleotide binding domain	SSF53067	16	304
Q99YQ1	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	PF00528	104	309
Q99YQ1	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	PS50928	85	302
Q99YQ1	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	cd06261	86	231
Q99YQ1	IPR035906	MetI-like superfamily	G3DSA:1.10.3720.10	65	314
Q99YQ1	IPR035906	MetI-like superfamily	SSF161098	69	298
Q99YQ2	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	PF00528	112	298
Q99YQ2	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	PS50928	85	290
Q99YQ2	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	cd06261	85	258
Q99YQ2	IPR035906	MetI-like superfamily	G3DSA:1.10.3720.10	10	298
Q99YQ2	IPR035906	MetI-like superfamily	SSF161098	18	307
Q99YQ3	IPR006059	Bacterial extracellular solute-binding protein	PF13416	58	339
Q99YQ3	IPR022627	Domain of unknown function DUF3502	PF12010	348	478
Q99YQ5	IPR006938	Protein of unknown function DUF624	PF04854	14	89
Q99YQ6	IPR003660	HAMP domain	PS50885	306	359
Q99YQ6	IPR003660	HAMP domain	SM00304	306	359
Q99YQ6	IPR003660	HAMP domain	cd06225	309	356
Q99YQ6	IPR010559	Signal transduction histidine kinase, internal region	PF06580	371	449
Q99YQ6	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	G3DSA:3.30.565.10	442	573
Q99YQ6	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	SSF55874	433	570
Q99YQ7	IPR001789	Signal transduction response regulator, receiver domain	PF00072	4	116
Q99YQ7	IPR001789	Signal transduction response regulator, receiver domain	PS50110	3	120
Q99YQ7	IPR001789	Signal transduction response regulator, receiver domain	SM00448	2	116
Q99YQ7	IPR001789	Signal transduction response regulator, receiver domain	cd00156	5	118
Q99YQ7	IPR009057	Homeobox-like domain superfamily	SSF46689	433	485
Q99YQ7	IPR011006	CheY-like superfamily	SSF52172	1	147
Q99YQ7	IPR018060	DNA binding HTH domain, AraC-type	PF12833	403	482
Q99YQ7	IPR018060	DNA binding HTH domain, AraC-type	PS01124	384	482
Q99YQ7	IPR018060	DNA binding HTH domain, AraC-type	SM00342	397	480
Q99YQ7	IPR018062	HTH domain AraC-type, conserved site	PS00041	434	476
Q99YQ7	IPR020449	Transcription regulator HTH, AraC- type	PR00032	449	464
Q99YQ7	IPR020449	Transcription regulator HTH, AraC- type	PR00032	464	480
Q99YQ8	IPR006101	Glycoside hydrolase, family 2	PR00132	136	151
Q99YQ8	IPR006101	Glycoside hydrolase, family 2	PR00132	336	350
Q99YQ8	IPR006101	Glycoside hydrolase, family 2	PR00132	367	385
Q99YQ8	IPR006101	Glycoside hydrolase, family 2	PR00132	458	473
Q99YQ8	IPR006102	Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich	PF00703	228	324
Q99YQ8	IPR006103	Glycoside hydrolase family 2, catalytic domain	PF02836	331	527
Q99YQ8	IPR006104	Glycosyl hydrolases family 2, sugar binding domain	PF02837	57	204
Q99YQ8	IPR008979	Galactose-binding-like domain superfamily	G3DSA:2.60.120.260	51	203
Q99YQ8	IPR008979	Galactose-binding-like domain superfamily	SSF49785	47	204
Q99YQ8	IPR013783	Immunoglobulin-like fold	G3DSA:2.60.40.10	205	324
Q99YQ8	IPR013783	Immunoglobulin-like fold	G3DSA:2.60.40.10	680	788
Q99YQ8	IPR013783	Immunoglobulin-like fold	G3DSA:2.60.40.10	809	904
Q99YQ8	IPR017853	Glycoside hydrolase superfamily	SSF51445	329	673
Q99YQ8	IPR032311	Domain of unknown function DUF4982	PF16355	699	781
Q99YQ8	IPR036156	Beta-Galactosidase/glucuronidase domain superfamily	SSF49303	260	324
Q99YQ8	IPR040605	Glycoside hydrolase family 2, domain 5	PF18565	813	893
