												annotations												log2 SILAC ratios UV / ctrl																												protein abundances																															
Q9A155	ftsK	M5005_Spy0372;SPy_0458	DNA translocase FtsK OS=Streptococcus pyogenes serotype M1 OX=301447 GN=ftsK PE=3 SV=1	DNA translocase FtsK			30	20	801	89.3	5.29	cell cycle;cell division;chromosome segregation	ATP binding;DNA binding	integral component of membrane;plasma membrane	FtsK_gamma;FtsK_SpoIIIE	PF01580;PF09397	AAA+_ATPase;FtsK_dom;Ftsk_gamma;P-loop_NTPase;WH_DNA-bd_sf;WH-like_DNA-bd_sf	IPR002543;IPR003593;IPR018541;IPR027417;IPR036388;IPR036390			Essential cell division protein that coordinates celldivision and chromosome segregation. The N-terminus is involved inassembly of the cell-division machinery. The C-terminus functionsas a DNA motor that moves dsDNA in an ATP-dependent manner towardsthe difSL recombination site, which is located within thereplication terminus region. Required for activation of the XerSrecombinase, allowing activation of chromosome unlinking byrecombination (By similarity).	 Multi-passmembrane protein {ECO:0000250}. Note=Located at the septum.{ECO:0000250}.;Cell membrane {ECO:0000250}	-	0.098961416	-0.098043849	0.148544791	-0.00918222	0.546358553	0.938770035	0.035070034	0.053978609	-0.114619518	0.010450976	-0.127436519	0.408655201	0.996825293	-0.044406613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	206131846.2	195755133.7	252185812.5	196274506.6	206813834.4	176989806.5	204086403	193756244.7	136298634.7	175926357.3	145660756.1	134294144.3	190403736.3	251542217.7	173598411.1	206868745	3660869.858	1622702.458	4112873.814	500010.2785	1882704.449	2548199.315	4328590.27	430736.0105	2691528.866	712556.8887	1906815.622	219131.542	3775424.367	1096782.528	3730740.039	102937.4578
P66599	rpsF	M5005_Spy1555;SPy_1831	30S ribosomal protein S6 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rpsF PE=3 SV=1	30S ribosomal protein S6 {ECO:0000255|HAMAP-Rule:MF_00360}			73	6	96	11.1	5.1	translation	rRNA binding;structural constituent of ribosome	ribosome	Ribosomal_S6	PF01250	Ribosomal_S6;Ribosomal_S6_plastid/chlpt;Ribosomal_S6_sf;Transl_elong_EF1B/ribosomal_S6	IPR000529;IPR014717;IPR020814;IPR035980			Binds together with S18 to 16S ribosomal RNA		RBP	-0.022310178	-0.117348373	-0.021449943	-0.088363838	0.121832794	0.779444501	-0.062368083	0.12590248	-0.064740498	0.301953923	-0.703681196	0.675488036	0.996825293	-0.085141323	0.733212954	0.2950226	0.33564679	1.305855115	0.03111842	0.058096917	0.667434365	-1.096599911	-0.294799218	0.245365637	-0.235333162	0.235303352	0.283475692	-0.345341664	701954979.1	665895243.7	863665899.6	742991431.1	443012546	467955971.6	385503648.5	498406865.7	589509557.6	655814795.6	695874781.7	526904427.1	529726402.8	636864549	528039148.5	649152736.3	20187631.46	2312884.077	19286395.45	10531935.71	45713930.73	10712148.63	32837756.39	6236919.377	66666454.68	3610430.657	19773953.45	4840297.409	12318461.44	22591957.9	36699467.69	29823229.35
Q9A0R3		SPy_0657	Putative cI-like repressor, phage associated OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0657 PE=4 SV=1				37	11	253	28.9	4.87		sequence-specific DNA binding		HTH_3;Peptidase_S24	PF00717;PF01381	Cro/C1-type_HTH;Lambda_DNA-bd_dom_sf;LexA/Signal_pep-like_sf;LexA-like;Peptidase_S24_S26A/B/C	IPR001387;IPR010982;IPR015927;IPR036286;IPR039418					-	0.126644846	-0.06439282	0.079512723	0.000576834	0.46079783	0.930974226	0.035585396	-0.081236835	0.108176099	0.048103262	0.098631319	0.408576408	0.996825293	0.043418461	0.454520634	0.347110327	0.921460955	-0.0211827	0.070883818	0.116376518	0.425477304	2.077896335	0.005989933	2.145805119	1.88742689	0.024137209	0.039455053	1.529279569	265118308.3	256226035.2	298916848	235121173.3	241502928.8	271029804.4	232248574	286713626.2	259229578.5	257121396.6	254787116	227319639.5	297696429.6	303479492.1	294239609.3	269934239.5	6770500.539	13930591.48	16108014.86	8978085.591	4957453.223	12438194.4	11607776.18	10904189.99	395953.4532	4614668.154	5554362.719	3153600.312	1037343.236	7497770.889	8858021.604	879528.0622
Q99Y35	asp	SPy_1886	Putative alkaline-shock protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=asp PE=4 SV=1				66	4	121	13.1	5.52				Asp23	PF03780	Asp23	IPR005531					-	0.331442546	-0.986453527	0.201805347	-0.001881728	0.681552215	0.973705407	-0.113771841	1.235464292	-0.72373695	0.103750868	-0.026693556	0.692724989	0.996825293	0.147196164	0.192634988	0.247342505	-0.114374135	0.545298991	0.169159005	0.238979669	0.217725587	0.633084242	0.455200421	0.076627543	-0.055321977	0.150111817	0.192032676	0.277397557	516243880.5	503413607.7	544098008.9	502700196	523547579.7	522272961.6	510319194.4	612057562.7	547805736.2	542995932	528696723	521627805.2	651223391.2	629059610.5	744090534.3	747658257.9	7243240.955	6558402.231	7921637.529	5909365.922	11019897.74	10301815.48	8911253.877	8673848.572	4301931.091	6585082.924	5153410.892	4722426.35	5710556.972	6238971.964	5443781.337	4624235.105
Q99YN5	cysM	SPy_1618	Cysteine synthase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=cysM PE=3 SV=1	Cysteine synthase {ECO:0000256|RuleBase:RU003985}			52	11	313	33.2	5.54	cysteine biosynthetic process from serine	cysteine synthase activity;lyase activity		PALP	PF00291	Cys_synth;CysK;PLP-dep;P-phosphate_BS;Trypto_synt_PLP_dependent	IPR001216;IPR001926;IPR005856;IPR005859;IPR036052		2.5.1.47			-	-0.333162802	0.27461976	-0.462221467	0.25904043	0.716686416	0.986722081	-0.06543102	-0.320993713	0.227626977	-0.317601821	0.221581733	0.746588424	0.996825293	-0.047346706	0.450400965	0.737981319	0.048956012	0.473240099	0.032954086	0.061117489	0.427644599	1.055973921	0.950851499	0.931057121	1.040154316	0.000222844	0.000989311	0.994509214	1343209783	1163221198	1425693423	1145198100	1545623054	1102692115	1270763088	1231520120	1493636641	1288353181	1544930493	1299915539	1453978029	1252525023	1506091500	1309968846	7622603.3	11263394.13	11419982.08	5793453.002	15263550.74	15373761.96	11900054.51	9319561.1	5204258.211	12051268.28	8997494.02	1793117.598	5029317.922	9463346.503	6488553.555	1955632.983
Q99XV9	dppA	SPy_2000	Surface lipoprotein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=dppA PE=4 SV=1				65	35	542	61	8.78	transmembrane transport		ATP-binding cassette (ABC) transporter complex	SBP_bac_5	PF00496	Peptide/Ni-bd;SBP_5;SBP_5_dom	IPR000914;IPR030678;IPR039424					-	-0.340337114	0.578215082	0.219227931	0.096563248	0.447006213	0.930974226	0.138417287	0.157455029	-0.093854266	-0.029460907	-0.147557012	0.678778091	0.996825293	-0.028354289	0.75712141	1.698194412	1.51218001	1.196088144	0.001924031	0.006136493	1.290895994	3.42137466	2.972770838	3.427050671	2.849873127	2.19E-05	0.000218227	3.167767324	8107091967	6048842634	8198705570	4264881923	7345963286	8386502255	7152049506	7806964825	11967254638	14063315820	12369711061	12605558989	12214381071	12640058686	12583070327	13189743575	248306443.7	435878148.2	556081901.2	133379356.8	189727837.3	484932205.5	428445114.2	211542444.4	104983793.9	1021924451	997563127.7	97084125.31	89017368.99	915392151	766677275.7	78854893.01
Q99YF4		SPy_1729	Putative ABC transporter (ATP-binding protein) OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1729 PE=4 SV=1				58	10	241	26.7	4.94		ATP binding;ATPase activity		ABC_tran	PF00005	AAA+_ATPase;ABC_transporter_CS;ABC_transporter-like;P-loop_NTPase	IPR003439;IPR003593;IPR017871;IPR027417					-	-0.177944818	0.056670331	-0.075162896	0.024440943	0.451260434	0.930974226	-0.04299911	0.004146342	0.000181502	-0.090439968	-0.287662847	0.222696347	0.996825293	-0.093443743	-0.373480083	0.316179363	1.151842809	-0.723273215	0.806956559	0.857385708	0.092817219	0.204784479	-0.014386648	0.749979997	-0.432111139	0.598840302	0.652582381	0.127066672	336013321.2	311508906.6	385040932.8	303694231.6	303133524.6	278981059.2	253035761	283856322.6	258759122.3	229236328.9	286037011.1	257528971.5	280838341.2	270835564.2	276306640.7	268542894.8	1794823.807	2291607.006	3282083.667	2437116.75	3620150.55	7269424.178	2923556.258	4026433.41	2230480.995	1763039.736	2319416.198	1561969.708	1735824.37	1893839.9	2220759.979	2203986.588
P60199	rnz	M5005_Spy0725;SPy_0924	Ribonuclease Z OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rnz PE=3 SV=1	Ribonuclease Z {ECO:0000255|HAMAP-Rule:MF_01818}	Nase Z {ECO:0000255|HAMAP-Rule:MF_01818}	elaC	70	21	309	34.4	7.33		3'-tRNA processing endoribonuclease activity;zinc ion binding		Lactamase_B;Lactamase_B_2	PF00753;PF12706	Metallo-B-lactamas;RibonucZ/Hydroxyglut_hydro;RNase_Z/BN	IPR001279;IPR013471;IPR036866		3.1.26.11	Zinc phosphodiesterase, which displays some tRNA 3'-processing endonuclease activity. Probably involved in tRNAmaturation, by removing a 3'-trailer from precursor tRNA		RBP	-0.150562855	-0.042943863	-0.177387114	-0.07195157	0.038178868	0.602258202	-0.11071135	-0.18001975	0.022141587	-0.178209841	-0.029182553	0.157175646	0.996825293	-0.091317639	1.573716173	1.346954331	1.553259935	1.461137517	3.16E-05	0.000369069	1.483766989	3.004618014	2.845855184	3.081222057	2.743196426	6.23E-06	0.000137184	2.91872292	785073299.6	713579350.2	743108304.5	670519083.3	893585161.7	789424251.3	752340020.5	1007121503	607906106.9	527821272.2	585803892.2	583766903.7	654520862.4	592906260.7	572862075.7	558636375	39408071.52	128332808.3	117157718.7	33933433	32991525.99	104216947.6	107015488.4	45752862.99	16975119.69	135133138.1	140315875.4	12361061.1	13430698.43	115101903.8	129004215.3	16767919.07
P66058	rplK	M5005_Spy0374;SPy_0460	50S ribosomal protein L11 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rplK PE=3 SV=1	50S ribosomal protein L11 {ECO:0000255|HAMAP-Rule:MF_00736}		rl11	48	7	141	14.8	9.44	translation	large ribosomal subunit rRNA binding;structural constituent of ribosome	ribosome	Ribosomal_L11;Ribosomal_L11_N	PF00298;PF03946	Ribosomal_L11/L12;Ribosomal_L11/L12_N_sf;Ribosomal_L11_bac-typ;Ribosomal_L11_C;Ribosomal_L11_C_sf;Ribosomal_L11_CS;Ribosomal_L11_N	IPR000911;IPR006519;IPR020783;IPR020784;IPR020785;IPR036769;IPR036796			Forms part of the ribosomal stalk which helps theribosome interact with GTP-bound translation factors		RBP	0.080576044	-0.144153107	0.08105782	-0.157224072	0.605043244	0.948356955	-0.034935829	0.066443183	0.011158705	0.050587711	0.02498331	0.28277357	0.996825293	0.038293227	1.431682366	1.734199144	1.114695239	1.685338019	0.000313866	0.001495027	1.491478692	1.678072999	2.025982262	1.752547118	1.852770294	4.20E-05	0.000305965	1.827343168	3282210050	3524423206	3200191607	3061585830	3621202220	3842488124	3209148726	4147524450	2608577344	2920137992	2630856746	2429987050	2334425196	2683148236	2701512296	2709381922	35211197.67	40994224.8	48746308.74	12122991.13	18364955.13	41803205.83	55684189.82	14430287.02	23106906.32	61288341.76	68496147.91	13910444.47	19074398.5	54457311.3	58972813.95	12041688.8
Q99YF1		SPy_1733	Putative transcription regulator OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1733 PE=4 SV=1				34	13	424	45.8	6.44				LytR_cpsA_psr	PF03816	LytR_CpsA_psr	IPR004474					-	0.290703225	-0.232851058	0.192828909	-0.027619121	0.61788484	0.948356955	0.055765489	0.121877943	0.068695177	-0.106128328	-0.023455567	0.783184256	0.996825293	0.015247306	4.029336423	3.124984742	4.452211793	3.618111889	8.00E-05	0.000610942	3.806161212	5.780271563	4.09868226	4.525155005	4.495645952	9.55E-05	0.000536944	4.724938695	527836413	593322117	576667450.3	511639316.1	537055665.2	566241174	547170399	639017324.8	296025245.6	298968123.5	304704133.3	259809364.2	366520599.3	342977185.7	307013620	285941196.7	14745236.2	203685238.6	182773136.2	13827737.22	8840625.705	134554897.4	163190933.2	14128761.12	7052845.563	241568236.8	216476925.6	8041250.427	8913309.785	203012641.2	217866740.2	8132065.997
Q9A1S2		M5005_Spy0109;SPy_0128	Pilin OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0128 PE=1 SV=1	Pilin			65	19	340	37.2	6.6			cell wall;extracellular region;pilus	FctA	PF12892	Sortase_SrtB_sig_QVPTGV;Strep_pil_isopept_link;Strep_pil_link_sf	IPR017503;IPR022464;IPR038174	3B2M;3GLD;3GLE		Major component of the pilus. A stack of the pilinsubunits, joined by intermolecular isopeptide bonds, forms thepilus. The pilus is required for bacterial adhesion to host cells,for bacterial aggregation, and for biofilm formation	 Peptidoglycan-anchor.Fimbrium. Note=Attached to the cell wall by a peptidoglycananchor.;Secreted, cell wall	-	0.062334628	-0.022479348	-0.056530593	0.06131829	0.768777846	0.986722081	0.011160744	-0.050203099	0.052233559	0.072858692	0.067198312	0.403320295	0.996825293	0.035521866	-0.103649103	-0.395845834	-0.179538925	-0.29285142	0.041937193	0.074496027	-0.242971321	-0.193488913	-0.509174955	-0.452229699	-0.536830855	0.013692289	0.025275346	-0.422931106	5329336339	5409608759	5580987002	5210192417	5576635649	5321265181	5092090946	5983826736	4979201213	4549289481	4234791101	3697567312	3964328109	4201171405	4230904291	4145749239	2939006469	2782514006	2752536875	3043435686	2899426324	2579690892	2754685871	4279782249	4738209188	3585853333	2700525945	3400242158	5215071566	3902835087	3565685566	4816842156
Q9A0S4	ftsE	SPy_0644	Cell division ATP-binding protein FtsE OS=Streptococcus pyogenes serotype M1 OX=301447 GN=ftsE PE=3 SV=1				60	13	230	26.1	9.52	cell division	ATP binding;ATPase activity		ABC_tran	PF00005	AAA+_ATPase;ABC_transporter_CS;ABC_transporter-like;Cell_div_FtsE_ATP-bd;P-loop_NTPase	IPR003439;IPR003593;IPR005286;IPR017871;IPR027417					-	-0.079829168	0.077498688	-0.137816333	0.177977167	0.893996757	0.998860838	0.009457589	0.021530524	0.000181502	-0.019345834	-0.070467628	0.638618634	0.996825293	-0.017025359	0.810605144	1.245161284	0.868543347	0.572466189	0.002467668	0.007474016	0.874193991	2.899086573	2.544021816	3.273529436	2.979710066	3.04E-05	0.000248289	2.924086973	731926880.6	440825644.9	548855426.2	405347820.4	682171383	538819802.9	489997850	580973768	595257600	942930045.1	649693951.6	956154731.2	628798307.8	751551267.5	801333885.5	986435737.2	6474429.911	23622543.34	17828721.02	21510733.24	10725516.36	28584310.52	16519523.51	20652563.61	1740631.336	23338424.12	18255992.48	3556992.23	1697381.58	32182965.73	19491720.02	2532703.463
Q9A096	mvaK2	SPy_0878	Phosphomevalonate kinase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=mvaK2 PE=4 SV=1				43	10	335	36.7	7.18		ATP binding;kinase activity		GHMP_kinases_C;GHMP_kinases_N	PF00288;PF08544	GHMP_kinase_C_dom;GHMP_kinase_C_sf;GHMP_kinase_N_dom;Phosphomevalonate_kinase;Pmev_kinase_bact;Ribosomal_S5_D2-typ_fold;Ribosomal_S5_D2-typ_fold_subgr	IPR005917;IPR006204;IPR013750;IPR014721;IPR020568;IPR035102;IPR036554					-	-0.083970469	-0.044359219	0.02926234	0.028439133	0.633124491	0.951664765	-0.017657054	-0.242429244	-0.203980972	-0.182414251	0.262860466	0.432880204	0.996825293	-0.091491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58648631.31	77017552.99	52805991.15	68472973.29	67314825.23	75900286.66	65149450.05	79727675.62	86369570.91	104593204.3	86133806.98	75815939.74	57616588.09	91392068.3	77853561.19	55587649.91	418559.3365	563971.9281	590718.512	286149.5978	309305.6161	509223.3705	313042.9897	296802.3863	NA	415446.0202	147596.1584	456155.9312	87317.41403	728831.2539	311237.8489	221736.6862
P60965	lgt	M5005_Spy0485;SPy_0585	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=lgt PE=3 SV=1	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase {ECO:0000255|HAMAP-Rule:MF_01147}			15	4	259	29.4	9.25	lipoprotein biosynthetic process	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity	integral component of membrane;plasma membrane	LGT	PF01790	Prolipoprot_diAcglycer_Trfase	IPR001640		2.5.1.145	Catalyzes the transfer of the diacylglyceryl group fromphosphatidylglycerol to the sulfhydryl group of the N-terminalcysteine of a prolipoprotein, the first step in the formation ofmature lipoproteins.	 Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01147}.;Cell membrane {ECO:0000255|HAMAP-Rule:MF_01147}	-	-0.03349733	0.168517862	-0.277015894	0.188007373	0.910570033	0.998860838	0.011503003	0.893971577	0.195487885	-0.191480989	-0.840127418	0.965036265	0.996825293	0.014462764	NA	6.628777034	NA	1.005969355	0.173440333	0.243455805	NA	NA	NA	NA	NA	NA	NA	NA	69740122.93	66015243.97	70314146.88	58686225.79	77085737.15	59986997.5	73756741.05	68989861.15	84367546.98	63920751.38	97401948.43	67778243.69	90504654.67	67733087.66	75918513.52	69077149.98	474970.1799	102727.688	1576150.743	NA	968158.9429	726856.2468	1095340.221	306077.5619	NA	79195.49009	NA	NA	NA	110656.1418	82513.45151	NA
Q7DAL2	dppB	SPy_2001	Transmembrane transport protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=dppB PE=3 SV=1				24	7	325	36.1	9.79	transmembrane transport		integral component of membrane;plasma membrane	BPD_transp_1	PF00528	MetI-like;MetI-like_sf	IPR000515;IPR035906				 Multi-pass membrane protein{ECO:0000256|RuleBase:RU363032}.;Cell membrane{ECO:0000256|RuleBase:RU363032}	-	-0.448057361	0.828683438	-0.073711053	0.110198071	0.675323024	0.972530857	0.104278274	-0.081236835	-0.643405509	-0.285286362	0.026161249	0.127111077	0.996825293	-0.245941865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123997025.1	129665615.9	139440093	86767425.76	109559125.5	139630780.8	105940852.2	163690254.6	130795195.1	213542273.3	131342281.1	211482541.9	174730359.5	211291377.9	147643288.4	280451434.6	123563.3283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76786.94145	NA
Q99ZF4		SPy_1252	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1252 PE=4 SV=1				35	18	446	51.5	5.58				DUF2130	PF09903	DUF2130	IPR019219					-	-0.007865216	0.09019738	-0.042943863	0.11419286	0.397364036	0.930974226	0.03839529	0.076245336	0.074312653	-0.140641778	0.021009844	0.889667969	0.996825293	0.007731514	0.009785285	0.412292559	0.176818355	0.244727841	0.088220042	0.138069285	0.21090601	-0.113499665	0.436463499	0.127986423	0.689712366	0.163485998	0.206040838	0.285165656	559880603.5	490096033.5	596480732.4	434188488.3	488354549.8	424242294.3	500299216.9	461682697.3	389608377.5	417930802.3	447774833.7	366461896.2	420879715.8	428807931.6	416097599	388337434.2	62033482.92	48648908.42	62727986.91	32852985.79	31358185.19	34186061.02	48143408.36	40579522.75	42849632.65	18376563.63	27494018	15169257.12	49389713.63	43702062.79	40866072.84	38630705.78
Q99Y64		SPy_1850	Putative esterase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1850 PE=4 SV=1				34	8	316	35.9	6.76				Beta-lactamase	PF00144	Beta-lactam/transpept-like;Beta-lactam-related	IPR001466;IPR012338					-	0.827380434	-0.382325908	-0.112778498	0.015351783	0.718659784	0.986722081	0.086906953	1.509184903	-0.844207677	0.068695177	-0.861035987	0.949828615	0.996825293	-0.031840896	NA	-0.170234234	0.501389518	-0.208565009	0.851632715	0.895809814	NA	NA	NA	NA	NA	NA	NA	NA	16691897.96	21235724.79	18068566.71	12665673.58	20103327.37	32753840.2	12643152.56	20356355.62	8719304.061	4128670.337	12064511.78	8559148.953	17686512.3	22453001.25	11082581.83	14247570	114302.7511	1901630.551	85700.78164	2892628.794	28079.19951	1485235.67	60227.74419	2174575.709	NA	327159.9798	NA	1615986.791	NA	539929.0922	NA	1494125.465
Q9A1M9	opuABC	SPy_0184	Putative glycine-betaine binding permease protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=opuABC PE=3 SV=1				26	12	575	63.1	9.26		transmembrane transporter activity	ATP-binding cassette (ABC) transporter complex	BPD_transp_1;OpuAC	PF00528;PF04069	ABC_Gly_betaine_transp_sub-bd;MetI-like;MetI-like_sf	IPR000515;IPR007210;IPR035906				 Multi-pass membrane protein{ECO:0000256|RuleBase:RU363032}.;Cell membrane{ECO:0000256|RuleBase:RU363032}	-	-0.026237429	0.146884392	0.021687063	0.125151016	0.194359381	0.882289451	0.06687126	0.070302829	0.117044145	-0.124747175	-0.070467628	0.973970526	0.996825293	-0.001966957	0.992364606	1.070041491	1.832202778	2.024070612	0.002649454	0.007827511	1.479669872	3.235105241	2.797138679	2.804369284	2.450693881	4.32E-05	0.00030862	2.821826771	1467786597	567389381.9	1302674950	487356224.8	1574382312	629887272.1	1265134480	658854570	1498274374	594045626.6	1326280693	460785025.8	1533378372	471051611.3	1344234961	505639598.3	5196736.46	22292348.37	20612076.18	8200655.898	6612811.096	18892977.76	19006050.26	7344854.693	5176325.868	19885088	22034614.63	2656796.827	4460898.314	21402142.39	18614211.81	1719861.452
Q9A0S1		SPy_0649	3'-5' exonuclease DinG OS=Streptococcus pyogenes serotype M1 OX=301447 GN=dinG PE=3 SV=1	3'-5' exonuclease DinG {ECO:0000256|HAMAP-Rule:MF_02206}			23	14	833	95.7	5.95	DNA replication	3'-5' exonuclease activity;ATP binding;ATP-dependent helicase activity;DNA binding;DNA-directed DNA polymerase activity		Helicase_C_2;RNase_T	PF00929;PF13307	ATP-dep_Helicase_C;DinG;DnaQ;Exonuclease_RNaseT/DNA_pol3;Helic_SF1/SF2_ATP-bd_DinG/Rad3;Helicase_ATP-bd;Helicase_C;P-loop_NTPase;RNaseH_sf;RNaseH-like_sf	IPR001650;IPR006054;IPR006310;IPR006555;IPR012337;IPR013520;IPR014001;IPR014013;IPR027417;IPR036397		3.1.-.-	3'-5' exonuclease.		RBP	-0.001881728	0.340332683	0.129844952	0.077498688	0.111811905	0.773583996	0.136448649	0.104669622	-0.052736811	-0.146783027	0.611551682	0.427681155	0.996825293	0.129175367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	524763688.4	68056183.94	554872729.8	50826773.41	580150649.3	146019452.6	583317555.7	72179706.14	555403371.7	42651178.83	645225150.9	34579517.74	624782155.5	46832649.12	662930389.2	41540564.7	15831508.97	4203293.281	10934427.29	1140255.275	12281381.74	5347019.024	8544361.948	1402502.895	9497685.048	1595572.808	4496439.993	400158.4251	7384870.049	3631638.697	5738584.363	642354.3595
