locus_tag	old_locus_tag	Gene_name	UniProt	protein_id	Pfam	eggNOG_PFAMs	Interpro	RBP_type	OOPS_rep1	OOPS_rep2	OOPS_rep3	OOPS_rep4	OOPS_mean	OOPS_p_val	OOPS_p_adj	RNA_binding_sites	Novel_RBP	product	Bacteria_OGs	Firmicutes_OGs	eco-shchepachev	eco-queiroz	eco-monti	eco-stenum	sal-urdaneta	sau-chu
SPY_RS05575	SPy_1337	rsuA	Q99Z92	WP_012560779.1	"PseudoU_synth_2;S4"	PseudoU_synth_2,S4	"PsdUridine_synth_cat_dom;PsdUridine_synth_RsuA/RluB/E/F;PsdUridine_synth_RsuA/RluB_CS;PsdUridine_synth_RsuA/RluD;S4_RNA-bd"	RNA modification	3.346232378	3.463935333	1.239828447	3.444152099	2.873537064	0.00306083	0.008766049	"75A; 76T; 86E"	No	pseudouridine synthase	COG1187	1TQZ2	RBP	RBP	RBP	RBP	no_RBP	RBP
SPY_RS05580	SPy_1339	SPy_1339	Q99Z91	WP_002984124.1	4HBT	4HBT	"FlK;HotDog_dom;Thioestr_supf"	-	-	-	-	-	-	-	-	-	No	thioesterase family protein	COG5496	1VAZJ	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05585	SPy_1340	naiP	Q99Z90	WP_010922401.1	MFS_1	MFS_1,Sugar_tr	"MFS;MFS_dom"	-	-	-	-	-	-	-	-	-	No	MFS transporter	COG2814	1TQM0	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05590	SPy_1343	SPy_1343	Q99Z89	WP_015055963.1	DUF1846	DUF1846	UPF0371	-	0.361763756	0.826580167	0.213071714	0.53738391	0.484699887	0.018197193	0.037099361	-	No	DUF1846 domain-containing protein	COG4868	1TQYE	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05595	SPy_1344	paaI	Q99Z88	WP_002984115.1	4HBT	4HBT	"HotDog_dom;PAAI_dom;Thioestr_supf"	-	-	-	-	-	-	-	-	-	No	PaaI family thioesterase	COG2050	COG2050	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05600	SPy_1345	SPy_1345	Q99Z87	-	PNP_UDP_1	-	Nucleoside_phosphorylase_d	-	-	-	-	-	-	-	-	-	No	nucleoside phosphorylase	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05605	SPy_1346	rlmD	Q99Z86	WP_011285595.1	"TRAM;tRNA_U5-meth_tr"	TRAM,tRNA_U5-meth_tr	"23S_rRNA_MeTrfase_RlmD;MeTrfase_TrmA_AS;MeTrfase_TrmA_CS;NA-bd_OB-fold;SAM-dependent_MTases;TRAM_dom;U5_MeTrfase_fam"	RNA modification	2.229164296	2.451810551	2.150809759	1.877575983	2.177340147	0.0000382	0.000417955	"20Q; 25D; 26L; 42F; 44D; 45N; 64G; 156F; 190R; 230V; 419C"	No	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	COG2265	1TP4H	RBP	RBP	RBP	RBP	no_RBP	no_RBP
SPY_RS05610	SPy_1350	msrR	Q99Z85	WP_010922405.1	LytR_cpsA_psr	LytR_cpsA_psr	LytR_CpsA_psr	-	1.146464703	2.21322322	1.731160113	1.932522254	1.755842572	0.000791719	0.002949679	-	No	LCP family protein	COG1316	1TSWQ	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	RBP
SPY_RS05615	SPy_1351	aroK	Q99Z84	WP_010922406.1	SKI	SKI	"P-loop_NTPase;Shikimate_kinase/TSH1"	-	-	-	-	-	-	-	-	-	No	shikimate kinase	COG0703	1VA6Z	RBP	no_RBP	no_RBP	RBP	no_RBP	no_RBP
SPY_RS05620	SPy_1352	aroA	Q99Z83	WP_015055964.1	EPSP_synthase	EPSP_synthase	"Enolpyruvate_Tfrase_dom;EPSP_synthase;EPSP_synthase_CS;RNA3'P_cycl/enolpyr_Trfase_a/b"	-	0.533758731	-	0.748935909	-	-	0.040546852	0.072331461	-	No	3-phosphoshikimate 1-carboxyvinyltransferase	COG0128	1TPIH	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS05625	SPy_1353	rbn	Q99Z82	WP_010922408.1	Virul_fac_BrkB	Virul_fac_BrkB	Virul_fac_BrkB	-	3.683280245	3.859260923	3.672670698	3.190173413	3.60134632	0.00000862	0.000255907	-	No	YihY/virulence factor BrkB family protein	COG1295	1U7HM	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05630	SPy_1354	map	Q99Z81	WP_002984100.1	Peptidase_M24	Peptidase_M24	"Pept_M24_structural-domain;Pept_M24A_MAP1"	-	0.571223917	0.503241628	1.081168052	0.589425855	0.686264863	0.005399776	0.013653487	212P	No	methionyl aminopeptidase	COG0024	1TQC1	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05635	SPy_1355	spxR	Q99Z80	WP_002989302.1	"4HBT;CBS;DRTGG;GntR"	4HBT,CBS,DRTGG,GntR,HTH_24	"CBS_dom;DRTGG;HotDog_dom;Ser_kin/Pase_Hpr_N_like;Thioestr_supf;Tscrpt_reg_HTH_GntR;WHTH_DNA-bd_dom"	-	1.968966171	0.700504011	0.596265804	6.628777034	2.473628255	0.106466459	0.162106255	-	No	CBS-HotDog domain-containing transcription factor SpxR	COG4109	1TPU6	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	RBP
SPY_RS05640	SPy_1356	SPy_1356	Q99Z79	WP_002984095.1	Acetyltransf_3	Acetyltransf_3	"Acyl_CoA_acyltransferase;GNAT_dom"	-	-	-	-	-	-	-	-	-	No	GNAT family protein	COG1670	COG1670	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05645	SPy_1357	grab	Q7DAL7	WP_010922409.1	Gram_pos_anchor	GA-like,Gram_pos_anchor,IgG_binding_B	"Gram-positive_anchor;Gram_pos_anchor;LPXTG_anchor"	-	-0.164296621	-0.27826242	-0.203073773	-0.411888053	-0.264380217	0.026648653	0.050650488	-	No	G-related alpha2-macroglobulin-binding protein GRAB	30I0B	1UUWB	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05650	SPy_1358	murA	Q99Z78	WP_002989295.1	EPSP_synthase	EPSP_synthase	"Enolpyruvate_Tfrase_dom;RNA3'P_cycl/enolpyr_Trfase_a/b;UDP_GlcNAc_COvinyl_MurA"	-	0.49081463	0.330204601	0.255757668	0.849580851	0.481589437	0.018694064	0.037746768	-	No	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	COG0766	1TPAU	no_RBP	no_RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS05655	SPy_1359	metK	Q99Z77	WP_010922410.1	"S-AdoMet_synt_C;S-AdoMet_synt_M;S-AdoMet_synt_N"	S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N	"ADOMET_SYNTHASE_CS;S-AdoMet_synt_C;S-AdoMet_synt_central;S-AdoMet_synt_N;S-AdoMet_synthetase;S-AdoMet_synthetase_sfam"	-	-0.012049033	0.22510717	-0.255045076	0.386534779	0.08613696	0.556302833	0.639027266	-	No	methionine adenosyltransferase	COG0192	1TPCV	no_RBP	no_RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS05660	SPy_1361	inlA	Q99Z76	WP_010922411.1	"LRR_4;LRR_7;Strep_his_triad"	LRR_4,LRR_6,SLH,Strep_his_triad	"Leu-rich_rpt;Leu-rich_rpt_4;Strep_his_triad_rpt"	-	2.49940575	2.788339936	-0.312349863	4.586331493	2.390431829	0.047595769	0.08263018	-	No	leucine-rich repeat domain-containing protein	COG4886	1V3UH	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05665	SPy_1362	birA	Q99Z75	WP_002984078.1	"BPL_C;BPL_LplA_LipB;HTH_11"	BPL_C,BPL_LplA_LipB,HTH_11	"Bifunct_BirA;Biotin_CoA_COase_ligase;BPL_C;BPL_LipA_LipB;HTH_11;Transcriptional_repressor_C;WHTH_DNA-bd_dom"	-	1.000034247	0.278574249	1.170334907	0.546941868	0.748971318	0.014183779	0.029708312	"44Q; 45G"	No	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA	COG0340	1TQCU	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05670	SPy_1363	SPy_1363	Q99Z74	WP_002992607.1	DUF3272	DUF3272	DUF3272	-	-	-	-	-	-	-	-	-	No	DUF3272 family protein	3040Q	1TVQS	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05675	SPy_1364	dnaX	Q7DAL6	WP_010922413.1	DNA_pol3_gamma3	DNA_pol3_delta2,DNA_pol3_gamma3	"AAA+_ATPase;ClpA/B;DNA_pol3_clamp-load_cplx_C;DNA_pol_III_gamma-3;DNA_pol_III_sug/sutau;P-loop_NTPase"	-	0.060281603	-0.511543577	0.284204182	-0.264796504	-0.107963574	0.53986277	0.623545202	-	No	DNA polymerase III subunit gamma/tau	COG2812	1TPS9	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05680	SPy_1365	ytsP	Q99Z73	WP_010922414.1	GAF_2	GAF_2	"GAF;GAF_dom_like"	-	0.586417063	0.278574249	0.40462513	0.168893911	0.359627588	0.02069345	0.041191217	-	No	GAF domain-containing protein	COG1956	1V6GQ	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05685	SPy_1366	SPy_1366	Q99Z72	WP_002989260.1	PrsW-protease	PrsW-protease	PrsW	-	-	-	-	-	-	-	-	-	No	PrsW family intramembrane metalloprotease	COG2339	1VXSC	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05690	SPy_1367	ysdA	Q99Z71	WP_010922415.1	DUF1294	CSD,DUF1294	DUF1294	-	-	-	-	-	-	-	-	-	No	DUF1294 domain-containing protein	COG3326	COG3326	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP	no_homolog
SPY_RS05695	SPy_1368	udk	P67415	WP_002984060.1	PRK	PRK	"P-loop_NTPase;PRK/URK;Uridine_kinase_;Uridine_kinase_like"	-	0.180456146	0.641983826	0.062702402	0.987714696	0.468214267	0.068627619	0.113868573	-	No	uridine kinase	COG0572	1TQ4V	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05700	SPy_1369	yfmL	Q99Z69	WP_010922416.1	"DEAD;Helicase_C"	DEAD,Helicase_C	"DEAD/DEAH_box_helicase_dom;Helicase_ATP-bd;Helicase_C;P-loop_NTPase"	-	1.465508752	1.907746754	0.639636101	1.832202778	1.461273596	0.003986599	0.010622519	-	No	DEAD/DEAH box helicase	COG0513	1TQ9R	RBP	RBP	RBP	RBP	no_RBP	no_homolog
SPY_RS05705	SPy_1370	pgdA	Q99Z68	WP_010922417.1	Polysacc_deac_1	Polysacc_deac_1	"Glyco_hydro/deAcase_b/a-brl;Peptidoglycan_deacetylase;Polysac_deacetylase"	-	2.069556547	2.867643608	2.607274551	2.759834971	2.576077419	0.0000701	0.000578109	-	No	polysaccharide deacetylase family protein	COG0726	1V6DN	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05710	SPy_1371	gapN	Q99Z67	WP_010922418.1	Aldedh	Aldedh	"Ald_DH/histidinol_DH;Ald_DH_C;Ald_DH_CS_CYS;Ald_DH_N;Aldehyde_DH_dom"	-	0.170376568	-0.017444047	0.140882493	-0.236984813	0.01420755	0.895321991	0.932996432	"155Y; 244M; 248M; 279Y"	No	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	COG1012	1TP4S	no_RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS05715	SPy_1372	ptsP	Q99Z66	WP_002984033.1	"PEP-utilisers_N;PEP-utilizers;PEP-utilizers_C"	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C	"PEP-util_enz_mobile_dom;PEP_util_AS;PEP_util_C;PEP_util_CS;PEP_util_enz;PTS_EI;PTS_EIN;Pyrv/PenolPyrv_Kinase-like_dom"	-	0.125771418	0.13598101	-0.166912338	0.035206641	0.032511683	0.727626112	0.784457345	-	No	phosphoenolpyruvate--protein phosphotransferase	COG1080	1TPK8	no_RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS05720	SPy_1373	ptsH	Q99Z65	WP_002984031.1	PTS-HPr	PTS-HPr	"HPr_prot-like;PTS_HPr_His_P_site;PTS_HPr_Ser_P_site"	-	-0.159454335	-0.104823628	0.246910848	-0.020174157	-0.009385318	0.929227612	0.958835355	"29F; 37Y"	No	phosphocarrier protein HPr	COG1925	1VA0R	RBP	RBP	no_RBP	RBP	no_RBP	no_RBP
SPY_RS05725	SPy_1374	nrdH	Q99Z64	WP_010922419.1	Glutaredoxin	Glutaredoxin	"GlrX_NrdH;Glutaredoxin;Thioredoxin-like_fold"	-	-	-	-	-	-	-	-	-	No	redoxin NrdH	COG0695	1VEFX	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05730	SPy_1375	nrdE	Q99Z63	WP_010922420.1	"Ribonuc_red_lgC;Ribonuc_red_lgN;RNR_N"	RNR_N,Ribonuc_red_lgC,Ribonuc_red_lgN	"NrdE_NrdA;RNR_1b_NrdE;RNR_lg_C;RNR_lsu_N;RNR_N;RNR_R1-su_N"	-	0.17360542	-0.159568955	0.094936562	-0.107839011	0.000283504	0.997706298	0.999665028	-	No	class 1b ribonucleoside-diphosphate reductase subunit alpha	COG0209	1TPFH	no_RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS05735	SPy_1378	nrdF	Q99Z62	WP_002987365.1	Ribonuc_red_sm	Ribonuc_red_sm	"Ferritin-like_SF;RNR-rel;RNR_NrdF;RNR_small"	-	0.197196341	-0.325206274	0.099496896	-0.248372424	-0.069221365	0.610784644	0.681166451	-	No	class 1b ribonucleoside-diphosphate reductase subunit beta	COG0208	1TQTH	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05740	SPy_1379	clcA2	Q99Z61	WP_010922421.1	Voltage_CLC	Voltage_CLC	"Cl-channel_core;Cl-channel_volt-gated"	-	-	-	-	-	-	-	-	-	No	chloride channel protein	COG0038	1V07H	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05755	SPy_1384	SPy_1384	Q99Z60	WP_011285602.1	Abi	Abi	CAAX_protease	-	-	-	-	-	-	-	-	-	No	type II CAAX endopeptidase family protein	COG1266	1VFRX	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP	no_homolog
SPY_RS05760	SPy_1385	SPy_1385	Q99Z59	WP_010922423.1	DUF3169	DUF3169	DUF3169	-	-	-	-	-	-	-	-	-	No	DUF3169 family protein	304WR	1TXBW	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05765	SPy_1386	SPy_1386	Q99Z58	WP_002989220.1	HTH_3	HTH_3	"Cro/C1-type_HTH;Lambda_DNA-bd_dom"	-	-	-	-	-	-	-	-	-	No	helix-turn-helix transcriptional regulator	COG1476	1VEZ1	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS05770	SPy_1389	alaS	Q99Z57	WP_010922424.1	"DHHA1;tRNA-synt_2c;tRNA_SAD"	DHHA1,tRNA-synt_2c,tRNA_SAD	"Ala-tRNA-lgiase_IIc;Ala-tRNA-ligase_IIc_anticod-bd;Ala-tRNA-synth_IIc_core;Ala-tRNA-synth_IIc_N;Ala_tRNA_ligase_euk/bac;DHHA1_dom;Thr/Ala-tRNA-synth_IIc_edit;Transl_B-barrel;tRNA_SAD"	tRNA ligase	0.595425706	0.928176312	0.538080222	0.585296046	0.661744571	0.002256048	0.006932818	-	No	alanine--tRNA ligase	COG0013	1TPK6	RBP	RBP	RBP	RBP	no_RBP	no_RBP
SPY_RS05775	SPy_1390	prsA	P60811	WP_002984003.1	Rotamase_2	Rotamase_2	"Foldase_PrsA;PPIase_PpiC;Trigger_fact/SurA_dom"	-	2.753084977	2.89063405	2.921212309	2.814463724	2.844848765	0.00000151	0.000206812	-	No	peptidylprolyl isomerase PrsA	COG0760	1TNYP	RBP	RBP	RBP	no_RBP	RBP	no_homolog
SPY_RS05780	SPy_1391	yrrM	Q99Z55	WP_002989211.1	Methyltransf_3	Methyltransf_3	"O-MeTrfase_3;SAM-dependent_MTases"	-	1.694667838	1.726040408	1.526599501	1.254490062	1.550449452	0.000118432	0.000772339	-	No	O-methyltransferase	COG4122	1UF4M	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	RBP
SPY_RS05785	SPy_1392	oxlT	Q99Z54	WP_002995765.1	MFS_1	MFS_1	"MFS;MFS_dom"	-	-	-	-	-	-	-	-	-	No	OFA family MFS transporter	COG2223	1TPR9	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05790	SPy_1393	pepF	Q99Z53	WP_010922425.1	"Peptidase_M3;Peptidase_M3_N"	Peptidase_M3,Peptidase_M3_N	"MetalloPept_cat_dom;OligopepF_N_dom;Pept_M3A_M3B;Peptidase_M3B"	-	0.167632082	0.016119745	-0.096956883	0.20790759	0.073675634	0.444349501	0.53220808	-	No	oligoendopeptidase F	COG1164	1TP4P	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS05795	SPy_1395	coiA	Q99Z52	WP_010922426.1	CoiA	CoiA	"CoiA-like;Competence-induced_CoiA_bac"	-	-	-	-	-	-	-	-	-	No	competence protein CoiA	COG4469	1TRGD	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05800	SPy_1398	SPy_1398	Q99Z51	-	"PseudoU_synth_2;S4"	-	"PsdUridine_synth_cat_dom;PsdUridine_synth_RsuA/RluB_CS;PsdUridine_synth_RsuA/RluD;S4_RNA-bd"	RNA modification	-	-	-	-	-	-	-	-	No	pseudouridine synthase	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05805	SPy_1399	nagB	Q99Z50	WP_010922428.1	Glucosamine_iso	Glucosamine_iso	"Glc/Gal-6P_isomerase;Glucosamine6P_isomerase;Glucosamine6P_isomerase_CS"	-	0.516659819	0.33446874	0.702109811	0.490221393	0.510864941	0.004225434	0.011083537	-	No	glucosamine-6-phosphate deaminase	COG0363	1TP10	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05810	SPy_1400	queA	Q99Z49	WP_010922429.1	Queuosine_synth	Queuosine_synth	QueA	-	0.379549078	0.495939227	0.71872956	0.673566552	0.566946104	0.00310512	0.008854155	-	No	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	COG0809	1TPKD	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05815	SPy_1401	SPy_1401	Q99Z48	WP_010922430.1	DUF3114	DUF3114	DUF3114	-	-	-	-	-	-	-	-	-	No	DUF3114 domain-containing protein	304VA	1TX97	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05820	SPy_1402	SPy_1402	Q99Z47	WP_010922431.1	-	Beta-lactamase2	Beta-lactam/transpept-like	-	-	-	-	-	-	-	-	-	No	serine hydrolase	COG2367	1VHF8	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05825	SPy_1404	SPy_1404	Q99Z46	WP_010922432.1	-	Beta-lactamase2	Beta-lactam/transpept-like	-	-	-	-	-	-	-	-	-	No	serine hydrolase	COG2367	1VHF8	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05830	SPy_1405	SPy_1405	Q99Z45	WP_010922433.1	-	Beta-lactamase2	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	COG2367	1VHF8	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05835	SPy_1406	sodA	P0C0I1	WP_010922434.1	"Sod_Fe_C;Sod_Fe_N"	Sod_Fe_C,Sod_Fe_N	"Mn/Fe_SOD;Mn/Fe_SOD_BS;Mn/Fe_SOD_C;Mn/Fe_SOD_N"	-	-0.006928389	-0.008824926	0.244479744	-0.036189992	0.048134109	0.599205556	0.673507029	"153S; 155G"	No	superoxide dismutase SodA	COG0605	1TPXT	RBP	no_RBP	no_RBP	no_RBP	RBP	no_RBP
SPY_RS05840	SPy_1407	holA	Q7DAL5	WP_010922435.1	DNA_pol3_delta	DNA_pol3_delta	"DNA_pol3_clamp-load_cplx_C;DNA_pol3_delta;DNA_polIII_delta;P-loop_NTPase"	-	-0.284939202	0.842629523	0.102575753	0.260351409	0.230154371	0.329094837	0.420482326	-	No	DNA polymerase III subunit delta	COG1466	1TRM0	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05845	SPy_1408	comEC	Q99Z44	WP_010922436.1	"Competence;DUF4131;Lactamase_B"	Competence,DUF4131,Lactamase_B	"Beta-lactamas-like;ComEC_N;Competence_ComEC/Rec2;DUF4131"	-	-	-	-	-	-	-	-	-	No	DNA internalization-related competence protein ComEC/Rec2	COG0658	1TS9U	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05850	SPy_1409	comEA	Q99Z43	WP_002983967.1	"HHH;SLBB"	HHH_3,SLBB	"Competence_ComEA_HhH;HhH_motif;Hlx-hairpin-Hlx_DNA-bd_motif;RuvA_2-like;Soluble_ligand-bd"	-	-	-	-	-	-	-	-	-	No	ComEA family DNA-binding protein	COG1555	1VA3W	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05855	SPy_1410	plsC	Q99Z42	WP_011285604.1	Acyltransferase	Acyltransferase	Plipid/glycerol_acylTrfase	-	1.031825802	0.284652253	3.849890366	-0.00815141	1.289554252	0.157500707	0.224772195	-	No	1-acyl-sn-glycerol-3-phosphate acyltransferase	COG0204	1U8N2	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05860	SPy_1411	yabB	Q99Z41	WP_010922438.1	-	GIY-YIG,MTS	"DNA_methylase_N6_adenine_CS;SAM-dependent_MTases"	-	1.71701805	-	0.464536927	6.628777034	-	0.139250565	0.2028529	-	No	tRNA1(Val) (adenine(37)-N6)-methyltransferase	COG4123	1TQ25	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05865	SPy_1412	yazA	P67354	WP_002989164.1	GIY-YIG	GIY-YIG	GIY-YIG_SF	-	-	-	-	-	-	-	-	-	No	GIY-YIG nuclease family protein	COG2827	1VEZF	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05870	SPy_1414	kup	Q99Z39	WP_010922439.1	K_trans	K_trans	"K+_transporter;K+_uptake_low_affin"	-	-	-	-	-	-	-	-	-	No	potassium transporter Kup	COG3158	1TRUQ	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05875	SPy_1415	cshA	Q99Z38	WP_002989158.1	"DEAD;Helicase_C"	DEAD,Helicase_C	"DEAD/DEAH_box_helicase_dom;DEAD_helicase_CshA;Helicase_ATP-bd;Helicase_C;P-loop_NTPase;RNA-helicase_DEAD-box_CS;RNA_helicase_DEAD_Q_motif"	Other RBP	0.261652556	0.426274728	0.421640803	0.506496912	0.40401625	0.00566101	0.01410228	"82A; 83V; 84Q; 85S; 86Q; 87E; 88E; 89L; 90F; 91R; 220R"	No	DEAD/DEAH box helicase	COG0513	1TPAP	RBP	RBP	RBP	RBP	no_RBP	RBP
SPY_RS05880	SPy_1416	prfC	P66021	WP_002989155.1	"EFG_II;GTP_EFTU;GTP_EFTU_D2"	GTP_EFTU,GTP_EFTU_D2,RF3_C	"EF_GTP-bd_dom;EFG_III-V;P-loop_NTPase;PrfC;Small_GTP-bd_dom;Transl_B-barrel;Transl_elong_EFTu/EF1A_2"	Translation	0.631371284	0.446938726	0.987892442	0.630540521	0.674185743	0.003724309	0.010148441	-	No	peptide chain release factor 3	COG4108	1TPYT	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS05885	SPy_1419	ywaF	Q99Z36	WP_029714299.1	Intg_mem_TP0381	Intg_mem_TP0381	CHP02206_TP0381	-	-	-	-	-	-	-	-	-	No	TIGR02206 family membrane protein	COG5522	COG5522	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05890	SPy_1420	murF	Q99Z35	WP_010922441.1	"Mur_ligase;Mur_ligase_C;Mur_ligase_M"	Mur_ligase,Mur_ligase_C,Mur_ligase_M	"Mur_ligase_C;Mur_ligase_cen;Mur_ligase_N;UDP-N-AcMur-pentapeptide_synth"	-	0.325563085	-0.100143825	0.073759066	-0.186566359	0.028152992	0.81826901	0.865555913	-	No	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	COG0770	1VT78	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05895	SPy_1421	ddl	Q99Z34	WP_002989146.1	"Dala_Dala_lig_C;Dala_Dala_lig_N"	Dala_Dala_lig_C,Dala_Dala_lig_N	"ATP-grasp;ATP_grasp_subdomain_1;ATP_grasp_subdomain_2;D-Ala_lig_Van_CS;D_ala_D_ala;Dala_Dala_lig_C;Dala_Dala_lig_N;PreATP-grasp_dom"	-	0.203199675	0.239320893	0.12063012	0.33451983	0.224417629	0.03665981	0.066656778	-	No	D-alanine--D-alanine ligase	COG1181	1TP2Y	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05900	SPy_1422	recR	P65994	WP_002983939.1	"RecR;Toprim_4"	RecR,Toprim_4	"DNA_Rcmb_RecR;Rcmb_RecR;Rcmb_RecR_C4-type_Zn;Rcmb_RecR_CS;Toprim_domain"	-	0.397199722	0.853151339	0.593453479	1.437455533	0.820315018	0.014036052	0.029472209	-	No	recombination mediator RecR	COG0353	1TR87	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05910	SPy_1424	fnt	Q99Z32	WP_002989141.1	Form_Nir_trans	Form_Nir_trans	"Aquaporin-like;For/NO2_transpt;For/NO2_transpt_CS"	-	-	-	-	-	-	-	-	-	No	formate/nitrite transporter family protein	COG2116	1TRTT	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05915	SPy_1425	SPy_1425	Q99Z31	WP_002989140.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	30PZZ	1V46H	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05920	SPy_1427	yrxA	Q99Z30	WP_002983930.1	"3H;HTH_11"	3H,HTH_11	"3H_domain;HTH_11;NadR;WHTH_DNA-bd_dom"	-	-0.996771081	6.628777034	-	6.628777034	-	0.131097423	0.193996539	"33S; 69F; 70C"	No	transcription repressor NadR	COG1827	1V6EY	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05925	SPy_1429	gpmA	Q99Z29	WP_002983928.1	His_Phos_1	His_Phos_1	"His_Pase_superF_clade-1;His_PPase_superfam;Phosphogly_mut1"	-	0.980499359	1.204457521	1.326642904	1.161557841	1.168289406	0.00014376	0.000852435	113W	Yes	phosphoglycerate mutase	COG0588	1TQFP	no_RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
